Case_ID,Offender_Age,Offender_Gender,Offender_Race,Crime_Type,Crime_Location,Prior_Convictions,Risk_Score,Arrest_Made,Bail_Granted,Case_Outcome
C1335,21,Female,Other,Fraud,New Karinabury,6,3,No,No,Convicted
C1336,50,Male,Hispanic,Cybercrime,East Tinashire,6,10,No,No,Dismissed
C1337,31,Female,Hispanic,Vandalism,Kelleytown,4,7,No,No,Dismissed
C1338,38,Other,Hispanic,Vandalism,East Anna,0,9,No,Yes,Acquitted
C1339,65,Other,White,Cybercrime,South Rebeccaside,8,9,Yes,Yes,Dismissed
C1340,37,Female,Hispanic,Assault,New Loriburgh,8,10,No,No,Dismissed
C1341,25,Male,Hispanic,Assault,Port Tammy,7,10,Yes,No,Dismissed
C1342,24,Female,Black,Theft,Carrolltown,4,5,Yes,Yes,Plea Bargain
C1343,20,Male,Asian,Drug Offense,Staceyfurt,2,7,No,No,Convicted
C1344,34,Female,Hispanic,Fraud,Hunterside,7,3,No,Yes,Convicted
C1345,50,Other,Other,Vandalism,Derrickhaven,0,6,Yes,Yes,Acquitted
C1346,65,Male,Hispanic,Vandalism,Wallsbury,2,8,No,No,Convicted
C1347,29,Male,White,Theft,East Sarah,6,8,No,No,Dismissed
C1348,68,Male,White,Vandalism,Lake Joshua,3,2,Yes,No,Convicted
C1349,39,Other,White,Drug Offense,Watkinstown,6,6,Yes,Yes,Plea Bargain
C1350,39,Female,Hispanic,Theft,Samanthastad,4,7,Yes,Yes,Dismissed
C1351,63,Other,Black,Drug Offense,Angelaborough,5,7,Yes,Yes,Dismissed
C1352,47,Male,Other,Theft,Lake Jacob,6,3,Yes,Yes,Plea Bargain
C1353,55,Female,Hispanic,Vandalism,New Jenniferfort,9,9,Yes,No,Plea Bargain
C1354,55,Other,Black,Theft,Lake Justinmouth,6,2,No,Yes,Convicted
C1355,62,Male,Black,Assault,Freyshire,6,3,No,No,Convicted
C1356,68,Male,Hispanic,Fraud,South Vickie,6,2,No,Yes,Convicted
C1357,25,Other,Hispanic,Vandalism,West Ruth,6,9,No,Yes,Plea Bargain
C1358,44,Other,Black,Cybercrime,Port Robertbury,2,4,No,No,Convicted
C1359,44,Other,Black,Fraud,Andersonfort,2,2,No,Yes,Acquitted
C1360,51,Male,Black,Vandalism,East Brianna,6,3,No,No,Convicted
C1361,38,Other,Hispanic,Fraud,Danielshire,1,4,No,Yes,Plea Bargain
C1362,47,Male,Black,Assault,New Mark,1,10,No,No,Plea Bargain
C1363,50,Other,White,Fraud,Timothytown,2,6,Yes,Yes,Acquitted
C1364,45,Male,Hispanic,Theft,Tonychester,3,5,Yes,Yes,Dismissed
C1365,64,Male,White,Fraud,North Victor,5,3,No,No,Acquitted
C1366,50,Female,Asian,Vandalism,Brianchester,7,10,No,No,Plea Bargain
C1367,22,Other,Hispanic,Cybercrime,Port Lauramouth,9,8,Yes,No,Dismissed
C1368,65,Other,Asian,Cybercrime,New Jordanland,9,8,Yes,Yes,Acquitted
C1369,36,Male,Black,Drug Offense,Garciaberg,6,7,Yes,Yes,Acquitted
C1370,21,Male,Black,Fraud,Calebstad,3,3,No,Yes,Dismissed
C1371,52,Male,Other,Cybercrime,East David,1,1,Yes,Yes,Acquitted
C1372,66,Female,Black,Fraud,Darrellton,1,5,Yes,Yes,Dismissed
C1373,34,Female,Asian,Cybercrime,Vincentborough,3,1,Yes,Yes,Convicted
C1374,61,Male,Black,Fraud,Lake Cheyenne,5,6,No,No,Dismissed
C1375,45,Other,Hispanic,Vandalism,Lanemouth,2,7,Yes,Yes,Acquitted
C1376,47,Other,Black,Fraud,Nathanfort,5,5,No,Yes,Convicted
C1377,46,Female,Other,Vandalism,Toddbury,4,4,Yes,No,Plea Bargain
C1378,63,Female,Black,Vandalism,South Matthew,4,2,Yes,No,Plea Bargain
C1379,23,Male,Asian,Drug Offense,Torresberg,1,5,No,No,Plea Bargain
C1380,52,Other,Asian,Cybercrime,East Kenneth,7,9,Yes,No,Acquitted
C1381,58,Male,Black,Theft,New Stephen,4,4,Yes,No,Convicted
C1382,54,Female,Asian,Vandalism,Lake Gabrielastad,1,2,Yes,Yes,Dismissed
C1383,41,Other,Asian,Cybercrime,East Joshuafort,6,6,No,Yes,Plea Bargain
C1384,46,Other,Other,Assault,Stevenfort,8,8,No,No,Plea Bargain
C1385,66,Female,Hispanic,Fraud,West Micheal,8,2,No,No,Convicted
C1386,63,Male,Other,Assault,Lake Donna,0,9,Yes,Yes,Convicted
C1387,48,Male,White,Fraud,Leonshire,6,7,No,No,Convicted
C1388,52,Other,Other,Drug Offense,Stewartstad,8,2,Yes,Yes,Acquitted
C1389,50,Female,Black,Vandalism,South Jason,5,5,Yes,Yes,Convicted
C1390,69,Other,Hispanic,Theft,Salinasberg,0,5,Yes,No,Dismissed
C1391,38,Female,Black,Vandalism,South Maryville,1,7,Yes,Yes,Dismissed
C1392,49,Male,White,Fraud,Lopezland,3,5,Yes,Yes,Plea Bargain
C1393,40,Female,Hispanic,Theft,North Heatherfort,3,6,Yes,Yes,Dismissed
C1394,50,Male,Asian,Vandalism,Castillochester,1,9,Yes,Yes,Convicted
C1395,20,Female,Other,Theft,Scottport,7,3,Yes,No,Dismissed
C1396,35,Other,Black,Fraud,East Catherinehaven,1,3,No,No,Plea Bargain
C1397,42,Male,White,Drug Offense,Reginaldbury,2,8,No,No,Acquitted
C1398,59,Other,Asian,Drug Offense,Williamview,3,10,Yes,No,Dismissed
C1399,48,Other,Other,Vandalism,Andrewfurt,8,6,No,No,Plea Bargain
C1400,20,Male,Asian,Assault,Jacobport,9,10,No,Yes,Plea Bargain
C1401,57,Male,Other,Fraud,Avilachester,0,3,No,Yes,Convicted
C1402,63,Other,Hispanic,Vandalism,Jamieton,7,2,Yes,Yes,Plea Bargain
C1403,41,Other,Asian,Vandalism,Vazquezville,4,2,No,Yes,Dismissed
C1404,67,Other,Asian,Drug Offense,Smithview,6,2,Yes,No,Plea Bargain
C1405,49,Other,Asian,Theft,Kaufmanland,7,5,No,No,Plea Bargain
C1406,64,Male,Hispanic,Fraud,Davismouth,4,5,No,Yes,Convicted
C1407,39,Male,White,Theft,East Teresaton,7,1,No,No,Convicted
C1408,40,Other,Other,Cybercrime,Lake Andrewland,9,2,Yes,Yes,Dismissed
C1409,19,Female,Asian,Cybercrime,Samanthafort,7,2,Yes,Yes,Plea Bargain
C1410,44,Female,Hispanic,Fraud,Michelleburgh,8,4,Yes,No,Acquitted
C1411,59,Male,White,Assault,Donnaview,1,7,Yes,No,Plea Bargain
C1412,19,Other,Other,Cybercrime,West Mark,2,3,Yes,No,Acquitted
C1413,43,Other,Hispanic,Drug Offense,West Kylefurt,0,5,Yes,Yes,Dismissed
C1414,34,Male,Other,Assault,North Deannamouth,3,9,Yes,No,Convicted
C1415,57,Female,Asian,Vandalism,Port Dawnside,4,5,Yes,Yes,Dismissed
C1416,50,Female,White,Cybercrime,Carterfort,0,9,Yes,No,Convicted
C1417,26,Female,Hispanic,Drug Offense,Tonyatown,7,1,No,Yes,Convicted
C1418,60,Male,White,Vandalism,West Brianland,1,9,No,No,Plea Bargain
C1419,65,Female,Asian,Assault,Danielstad,0,5,Yes,Yes,Plea Bargain
C1420,56,Male,White,Fraud,Stevenmouth,1,8,No,Yes,Convicted
C1421,46,Male,White,Vandalism,New Michelleburgh,4,5,No,No,Acquitted
C1422,59,Other,Black,Theft,South Lance,8,6,Yes,Yes,Acquitted
C1423,43,Female,White,Fraud,Ryanbury,8,8,Yes,No,Plea Bargain
C1424,52,Male,Other,Fraud,West Kurtchester,1,2,No,No,Dismissed
C1425,67,Female,Hispanic,Assault,Jamesbury,1,3,Yes,No,Acquitted
C1426,42,Female,Black,Assault,Fosterland,2,9,No,Yes,Convicted
C1427,41,Other,Hispanic,Drug Offense,New Lindsayton,6,5,Yes,No,Plea Bargain
C1428,30,Female,Hispanic,Drug Offense,Nicoletown,2,5,No,Yes,Plea Bargain
C1429,24,Other,Asian,Theft,South Donald,0,9,Yes,No,Convicted
C1430,53,Male,Asian,Fraud,Jacksonfort,5,10,No,No,Dismissed
C1431,62,Female,Black,Theft,East Abigail,2,3,No,Yes,Convicted
C1432,37,Male,Asian,Theft,Grantchester,0,4,No,Yes,Dismissed
C1433,18,Female,Asian,Assault,Oliviaborough,3,7,No,No,Plea Bargain
C1434,25,Male,Asian,Theft,West Rachel,0,2,Yes,Yes,Dismissed
C1435,63,Female,Hispanic,Theft,Gregoryville,0,8,No,No,Convicted
C1436,33,Female,Black,Vandalism,North Robertbury,1,5,Yes,Yes,Plea Bargain
C1437,31,Female,Hispanic,Drug Offense,South Melissamouth,9,1,No,Yes,Acquitted
C1438,29,Female,Other,Drug Offense,Dariusshire,7,3,Yes,No,Plea Bargain
C1439,68,Female,Hispanic,Fraud,Lake Mirandahaven,1,9,No,Yes,Convicted
C1440,40,Female,Other,Drug Offense,South Alexis,1,5,Yes,No,Convicted
C1441,32,Female,White,Cybercrime,Port Ericland,9,8,No,No,Plea Bargain
C1442,45,Female,White,Fraud,Williamland,9,1,No,Yes,Plea Bargain
C1443,51,Female,Other,Vandalism,Andersonshire,7,7,Yes,No,Plea Bargain
C1444,19,Male,Other,Drug Offense,South Lisafurt,5,7,No,Yes,Dismissed
C1445,49,Other,Hispanic,Vandalism,Burtonshire,3,8,No,Yes,Acquitted
C1446,40,Female,Other,Drug Offense,Johnsonland,2,3,No,No,Dismissed
C1447,39,Other,Black,Drug Offense,East Wendyburgh,0,1,No,Yes,Convicted
C1448,68,Female,White,Vandalism,New Loriburgh,2,9,Yes,No,Plea Bargain
C1449,42,Female,White,Theft,Shepardville,8,1,No,No,Dismissed
C1450,39,Male,Other,Theft,Thompsonfort,4,6,Yes,Yes,Dismissed
C1451,39,Male,Asian,Theft,South Susan,5,9,Yes,Yes,Convicted
C1452,66,Other,Asian,Cybercrime,Lake Sarahport,4,2,Yes,No,Dismissed
C1453,69,Male,Other,Theft,Douglaschester,0,4,Yes,No,Convicted
C1454,59,Male,Black,Drug Offense,Lake Danielstad,9,2,No,No,Dismissed
C1455,23,Other,Asian,Assault,Carterstad,0,4,No,Yes,Acquitted
C1456,32,Male,Other,Vandalism,Johnsonmouth,3,2,Yes,Yes,Convicted
C1457,60,Female,Black,Assault,West Shannon,2,1,No,No,Acquitted
C1458,54,Other,Black,Cybercrime,Campbellchester,7,3,No,Yes,Dismissed
C1459,50,Other,Hispanic,Assault,Dannymouth,6,8,Yes,No,Acquitted
C1460,25,Female,Black,Fraud,Emilymouth,6,5,Yes,Yes,Acquitted
C1461,61,Male,Asian,Theft,West Davidshire,7,4,Yes,No,Acquitted
C1462,61,Other,Asian,Cybercrime,East Cheryl,9,5,No,No,Dismissed
C1463,22,Other,Other,Drug Offense,Sherryfort,6,6,Yes,No,Convicted
C1464,56,Female,Other,Theft,West Christinestad,9,6,Yes,No,Dismissed
C1465,21,Female,Black,Theft,Lake Joseph,1,5,No,No,Dismissed
C1466,23,Male,White,Assault,Marshallmouth,3,6,No,No,Dismissed
C1467,62,Other,Hispanic,Fraud,New Victorshire,5,9,No,Yes,Convicted
C1468,49,Male,White,Theft,Clarkemouth,2,5,No,No,Plea Bargain
C1469,69,Male,Black,Vandalism,East Stevenmouth,2,6,No,No,Dismissed
C1470,47,Female,Black,Vandalism,North Joseport,5,4,No,No,Dismissed
C1471,64,Other,White,Theft,West Johnborough,0,3,No,No,Convicted
C1472,52,Other,Hispanic,Assault,North Henryport,0,6,No,No,Plea Bargain
C1473,57,Other,White,Assault,Beverlyshire,4,5,Yes,Yes,Plea Bargain
C1474,69,Female,Other,Drug Offense,Pollardchester,0,4,No,No,Plea Bargain
C1475,33,Female,Asian,Cybercrime,East Kimberly,9,5,Yes,No,Plea Bargain
C1476,30,Female,Other,Cybercrime,East Ryan,7,7,No,No,Convicted
C1477,67,Female,Asian,Cybercrime,Christinachester,1,1,No,No,Convicted
C1478,59,Female,Black,Fraud,West Ryantown,5,1,Yes,Yes,Plea Bargain
C1479,47,Other,Hispanic,Assault,West Janice,9,1,No,Yes,Acquitted
C1480,36,Male,White,Drug Offense,New Chelsea,9,2,Yes,No,Convicted
C1481,34,Other,Hispanic,Vandalism,South Paul,4,9,No,No,Acquitted
C1482,36,Male,White,Cybercrime,Cynthiachester,9,5,Yes,Yes,Acquitted
C1483,45,Female,Other,Vandalism,New Margaretton,3,9,Yes,No,Plea Bargain
C1484,43,Male,Other,Vandalism,New Alison,0,5,No,Yes,Plea Bargain
C1485,54,Other,White,Theft,Karenburgh,2,7,Yes,No,Dismissed
C1486,43,Other,Hispanic,Fraud,South Derrickburgh,3,6,Yes,Yes,Acquitted
C1487,40,Male,White,Drug Offense,Shannonport,1,2,No,Yes,Dismissed
C1488,26,Female,Black,Fraud,Debramouth,1,3,No,No,Plea Bargain
C1489,29,Female,Other,Theft,West Elizabethfort,1,5,Yes,No,Acquitted
C1490,18,Other,Black,Drug Offense,East Jacqueline,0,4,No,No,Convicted
C1491,18,Male,Other,Drug Offense,North Jillview,9,6,Yes,No,Dismissed
C1492,64,Female,Other,Assault,Smithstad,1,8,Yes,Yes,Plea Bargain
C1493,51,Female,Asian,Fraud,East Barry,5,8,Yes,Yes,Acquitted
C1494,49,Other,Black,Fraud,Campbellhaven,2,3,No,No,Plea Bargain
C1495,65,Female,Black,Assault,Gregoryhaven,9,4,No,Yes,Dismissed
C1496,42,Male,Asian,Vandalism,Karenstad,4,1,Yes,No,Plea Bargain
C1497,57,Other,Hispanic,Theft,Davidsonfort,0,2,Yes,No,Plea Bargain
C1498,62,Other,Black,Fraud,Joannfort,7,9,Yes,No,Convicted
C1499,18,Male,White,Assault,West Peter,3,10,No,Yes,Plea Bargain
C1500,33,Other,Asian,Drug Offense,New Jason,8,10,Yes,No,Acquitted
C1501,56,Female,Black,Cybercrime,New Savannahberg,3,2,No,Yes,Acquitted
C1502,22,Female,Hispanic,Assault,Jamesburgh,1,6,Yes,No,Convicted
C1503,39,Male,Black,Cybercrime,Kennethhaven,2,7,Yes,Yes,Acquitted
C1504,46,Female,Other,Vandalism,Jamieville,4,6,Yes,Yes,Plea Bargain
C1505,20,Male,White,Theft,Valdezberg,9,8,Yes,Yes,Plea Bargain
C1506,29,Male,Asian,Cybercrime,Bridgeschester,5,9,No,Yes,Acquitted
C1507,43,Female,Other,Vandalism,North Maryhaven,6,8,No,No,Dismissed
C1508,33,Male,Hispanic,Cybercrime,Lake Jasonhaven,3,5,No,Yes,Plea Bargain
C1509,68,Female,Other,Drug Offense,New Laurastad,6,8,No,Yes,Acquitted
C1510,54,Other,Other,Drug Offense,North Mathewtown,9,10,No,No,Plea Bargain
C1511,39,Other,Hispanic,Drug Offense,Wilsonborough,2,10,Yes,Yes,Plea Bargain
C1512,46,Male,Other,Drug Offense,Jordanton,6,9,No,No,Convicted
C1513,31,Female,Asian,Assault,Hopkinsbury,3,8,No,Yes,Acquitted
C1514,45,Female,Black,Drug Offense,Lake Christopherport,7,2,No,No,Plea Bargain
C1515,22,Other,Other,Drug Offense,East Edwardtown,8,2,No,Yes,Dismissed
C1516,64,Other,Asian,Assault,Garciafurt,6,3,Yes,Yes,Acquitted
C1517,66,Female,Black,Drug Offense,East Michael,7,7,Yes,Yes,Dismissed
C1518,47,Male,Black,Vandalism,West Allison,7,9,Yes,Yes,Acquitted
C1519,63,Other,Other,Vandalism,Davisland,1,8,No,No,Dismissed
C1520,69,Male,Asian,Fraud,Port Hannah,8,9,Yes,Yes,Dismissed
C1521,22,Male,Other,Vandalism,West Andrew,5,6,Yes,No,Acquitted
C1522,29,Other,Hispanic,Theft,West Matthewton,3,1,No,No,Convicted
C1523,33,Male,Black,Theft,Julieborough,4,4,No,No,Convicted
C1524,43,Male,Other,Theft,East Kathryntown,9,6,No,No,Acquitted
C1525,43,Female,Black,Assault,Alexville,4,6,Yes,Yes,Plea Bargain
C1526,65,Male,Asian,Vandalism,West Kristi,6,8,No,Yes,Acquitted
C1527,38,Female,White,Theft,South Michael,8,1,Yes,Yes,Acquitted
C1528,56,Other,Other,Fraud,Matthewbury,6,2,Yes,Yes,Plea Bargain
C1529,53,Other,Other,Assault,Deanland,8,2,Yes,Yes,Acquitted
C1530,50,Female,Black,Fraud,Lake Eric,3,6,Yes,Yes,Acquitted
C1531,47,Other,Asian,Vandalism,Wilcoxmouth,9,7,Yes,No,Plea Bargain
C1532,54,Male,Hispanic,Drug Offense,Ronniefurt,9,2,No,No,Plea Bargain
C1533,40,Male,Asian,Fraud,South Mary,3,5,Yes,Yes,Convicted
C1534,27,Male,Other,Drug Offense,Matthewborough,5,6,Yes,Yes,Dismissed
C1535,22,Other,Hispanic,Assault,West Alexisfort,7,4,Yes,Yes,Dismissed
C1536,53,Male,Asian,Fraud,West Traciville,8,1,Yes,No,Convicted
C1537,51,Other,White,Fraud,Martinport,0,3,Yes,Yes,Convicted
C1538,69,Male,Black,Cybercrime,Port Angelicaview,0,10,No,Yes,Dismissed
C1539,48,Female,Asian,Assault,Larsenland,7,9,Yes,Yes,Convicted
C1540,27,Other,Asian,Assault,East Carrieport,6,6,Yes,No,Acquitted
C1541,36,Other,White,Theft,Cherylfort,8,2,Yes,No,Convicted
C1542,49,Male,Other,Vandalism,North Mark,2,9,Yes,Yes,Convicted
C1543,18,Other,Black,Fraud,North Josephhaven,9,4,No,No,Convicted
C1544,22,Other,Asian,Fraud,Alexandermouth,4,8,Yes,No,Convicted
C1545,62,Female,Hispanic,Assault,East Sandra,2,10,Yes,No,Dismissed
C1546,21,Female,Asian,Assault,Olsenchester,4,7,Yes,Yes,Plea Bargain
C1547,33,Male,Black,Vandalism,North Kariside,9,3,Yes,Yes,Dismissed
C1548,41,Female,Asian,Assault,Kirkport,0,8,No,No,Dismissed
C1549,33,Male,White,Drug Offense,New Linda,3,4,No,No,Plea Bargain
C1550,19,Male,Asian,Drug Offense,Lake Shaunchester,5,2,No,No,Dismissed
C1551,66,Male,Asian,Cybercrime,Julieburgh,1,5,Yes,Yes,Acquitted
C1552,45,Other,Hispanic,Drug Offense,Port Erica,6,1,No,No,Plea Bargain
C1553,49,Female,White,Drug Offense,Scottview,7,8,No,No,Acquitted
C1554,44,Male,White,Vandalism,Lake Kristinburgh,0,8,No,Yes,Dismissed
C1555,37,Female,Asian,Fraud,Garrettville,3,3,No,No,Dismissed
C1556,41,Male,Hispanic,Drug Offense,Nicholsstad,3,1,No,No,Plea Bargain
C1557,29,Female,Asian,Cybercrime,Paigeburgh,4,4,Yes,Yes,Dismissed
C1558,67,Female,Asian,Assault,North Leslieburgh,3,9,No,No,Convicted
C1559,52,Male,Black,Drug Offense,Davenporttown,8,9,No,No,Acquitted
C1560,50,Other,Black,Cybercrime,Margaretport,6,1,No,No,Acquitted
C1561,50,Female,Hispanic,Vandalism,East Charles,1,7,Yes,No,Convicted
C1562,68,Other,Other,Assault,Melissaberg,0,6,Yes,Yes,Plea Bargain
C1563,60,Other,Black,Cybercrime,Port Jonathan,8,7,No,Yes,Plea Bargain
C1564,54,Male,Other,Drug Offense,Lake Michelleland,0,7,Yes,Yes,Convicted
C1565,29,Male,White,Fraud,Warnerside,5,8,Yes,No,Convicted
C1566,20,Male,Black,Assault,Emilyview,1,8,No,Yes,Acquitted
C1567,18,Female,Black,Assault,Klineland,3,10,Yes,Yes,Convicted
C1568,50,Male,Hispanic,Fraud,West Carlaville,5,2,No,No,Convicted
C1569,57,Male,Other,Assault,Michaelbury,4,4,No,Yes,Convicted
C1570,27,Female,Black,Drug Offense,Fitzgeraldton,5,4,No,No,Dismissed
C1571,60,Female,Black,Assault,Cainstad,2,10,Yes,No,Convicted
C1572,61,Male,Hispanic,Drug Offense,Lake Edgar,4,8,No,No,Dismissed
C1573,46,Male,Hispanic,Fraud,Port Jenniferburgh,1,3,No,Yes,Acquitted
C1574,30,Male,Other,Theft,Jacksonhaven,6,3,Yes,Yes,Acquitted
C1575,29,Male,White,Fraud,Joestad,2,2,No,No,Plea Bargain
C1576,48,Other,White,Drug Offense,Haroldtown,0,1,Yes,Yes,Acquitted
C1577,63,Other,Asian,Vandalism,New Catherine,7,8,Yes,No,Plea Bargain
C1578,19,Male,Black,Fraud,Alyssashire,7,9,No,Yes,Dismissed
C1579,68,Other,Other,Vandalism,South Jesusview,2,9,Yes,Yes,Convicted
C1580,67,Female,Black,Vandalism,West Jasmineside,6,8,No,Yes,Acquitted
C1581,52,Other,Other,Drug Offense,South Michaelville,8,5,Yes,Yes,Convicted
C1582,40,Other,Other,Drug Offense,Tiffanyton,7,1,Yes,Yes,Plea Bargain
C1583,34,Male,Other,Theft,West Jamesview,2,9,Yes,No,Dismissed
C1584,43,Other,Black,Cybercrime,Lopezview,1,6,Yes,Yes,Acquitted
C1585,25,Other,Hispanic,Assault,Crystalfort,9,7,No,Yes,Convicted
C1586,46,Other,Black,Fraud,West Susan,6,8,No,Yes,Plea Bargain
C1587,43,Other,Other,Drug Offense,West Stacey,6,5,Yes,Yes,Convicted
C1588,27,Female,Asian,Fraud,Sheilafort,8,6,No,Yes,Acquitted
C1589,43,Male,White,Cybercrime,Port Sean,4,7,No,No,Convicted
C1590,51,Male,Other,Cybercrime,Lake Josephport,3,7,No,No,Dismissed
C1591,68,Female,Asian,Vandalism,Leeside,7,2,No,No,Acquitted
C1592,58,Other,Hispanic,Assault,West Williamhaven,3,1,No,Yes,Plea Bargain
C1593,24,Female,Other,Theft,Ashleyport,3,8,No,Yes,Acquitted
C1594,21,Other,Asian,Fraud,New Jeremy,1,5,No,No,Plea Bargain
C1595,67,Female,Other,Assault,West Julie,0,10,Yes,No,Plea Bargain
C1596,62,Male,Black,Theft,Port Darrell,3,2,No,No,Acquitted
C1597,28,Male,Asian,Fraud,South Shaunfurt,6,3,Yes,No,Plea Bargain
C1598,46,Male,Black,Assault,South Seanport,8,6,Yes,Yes,Acquitted
C1599,53,Other,Black,Drug Offense,Irwinhaven,8,10,Yes,No,Dismissed
C1600,42,Other,Asian,Fraud,Wadeton,9,6,No,Yes,Dismissed
C1601,38,Female,White,Assault,Port Johnmouth,0,8,No,No,Convicted
C1602,53,Female,Asian,Cybercrime,West Michaelbury,4,5,Yes,Yes,Dismissed
C1603,27,Male,White,Theft,Kathleenstad,6,5,Yes,Yes,Plea Bargain
C1604,54,Other,Other,Assault,Youngstad,6,7,No,Yes,Convicted
C1605,26,Female,Other,Drug Offense,Wilsonshire,9,10,No,No,Convicted
C1606,41,Other,Asian,Fraud,New Danielmouth,5,5,No,Yes,Acquitted
C1607,52,Other,Other,Fraud,East Logan,9,9,Yes,Yes,Convicted
C1608,66,Male,Hispanic,Fraud,West Joseph,3,6,Yes,No,Acquitted
C1609,52,Male,Black,Drug Offense,Ellismouth,2,7,No,No,Convicted
C1610,65,Other,Black,Theft,South Ian,8,8,No,No,Dismissed
C1611,53,Other,White,Fraud,Kelleyton,9,5,Yes,No,Acquitted
C1612,35,Other,Other,Theft,South Jacquelinehaven,3,4,No,No,Plea Bargain
C1613,66,Other,White,Assault,Lake Emily,7,8,No,No,Convicted
C1614,56,Male,Black,Cybercrime,Port Tracytown,0,10,Yes,Yes,Dismissed
C1615,49,Female,Black,Cybercrime,New Amanda,6,9,Yes,Yes,Dismissed
C1616,41,Male,Other,Theft,New Stevenville,5,1,Yes,No,Acquitted
C1617,40,Female,Hispanic,Theft,Mooreton,0,3,Yes,No,Acquitted
C1618,49,Other,Hispanic,Cybercrime,North Todd,3,4,No,Yes,Acquitted
C1619,54,Female,Other,Fraud,South Mariah,4,7,Yes,Yes,Plea Bargain
C1620,29,Male,Other,Vandalism,East Morgan,7,6,No,Yes,Plea Bargain
C1621,66,Male,White,Vandalism,Lake Monica,3,10,No,No,Plea Bargain
C1622,30,Other,Other,Drug Offense,Walkerville,2,10,No,Yes,Convicted
C1623,40,Male,Hispanic,Cybercrime,North Phillip,1,1,Yes,Yes,Plea Bargain
C1624,42,Other,Other,Cybercrime,Jensenhaven,3,4,Yes,No,Acquitted
C1625,52,Male,White,Drug Offense,Sandovalmouth,9,6,No,No,Dismissed
C1626,58,Male,White,Vandalism,East Kevinberg,3,3,No,No,Dismissed
C1627,47,Other,White,Assault,Kellyport,9,2,Yes,Yes,Acquitted
C1628,34,Female,White,Fraud,Lake Jennifershire,4,2,No,No,Plea Bargain
C1629,66,Male,Asian,Fraud,Brittanyshire,6,10,No,Yes,Plea Bargain
C1630,37,Female,Other,Assault,Daniellebury,8,4,No,Yes,Acquitted
C1631,65,Male,Black,Assault,Port Ryanside,1,1,No,No,Dismissed
C1632,42,Male,Other,Vandalism,Williamland,4,10,No,Yes,Convicted
C1633,39,Male,Asian,Drug Offense,North Lauren,9,2,No,No,Dismissed
C1634,30,Male,White,Assault,West Tammy,8,10,No,No,Plea Bargain
C1635,36,Female,Asian,Drug Offense,New Elizabeth,2,2,No,No,Dismissed
C1636,66,Female,Hispanic,Theft,Williamsville,0,4,Yes,No,Plea Bargain
C1637,53,Male,Hispanic,Fraud,East Matthew,1,4,Yes,Yes,Dismissed
C1638,29,Male,Other,Vandalism,Lake Kevinfort,5,1,No,No,Acquitted
C1639,58,Female,Other,Fraud,West Ericchester,4,7,No,Yes,Plea Bargain
C1640,36,Other,Black,Vandalism,Port Donna,0,7,Yes,Yes,Convicted
C1641,29,Other,Black,Theft,East Marcusfurt,0,10,Yes,No,Convicted
C1642,26,Female,Hispanic,Fraud,Gillespieshire,3,10,Yes,Yes,Acquitted
C1643,24,Male,White,Theft,Port Jenny,3,10,No,No,Dismissed
C1644,45,Male,Asian,Vandalism,East Jacqueline,5,1,Yes,No,Acquitted
C1645,31,Other,Black,Assault,South Anthonychester,5,8,Yes,No,Acquitted
C1646,48,Other,Black,Fraud,Pamelachester,9,10,No,Yes,Convicted
C1647,69,Female,White,Theft,New Jessica,5,7,Yes,No,Convicted
C1648,36,Other,White,Cybercrime,Rickyton,0,7,No,No,Plea Bargain
C1649,64,Female,Other,Fraud,South Autumn,9,6,Yes,Yes,Plea Bargain
C1650,33,Other,Asian,Fraud,South Christopherstad,8,4,Yes,No,Plea Bargain
C1651,22,Other,White,Fraud,Sandersberg,6,8,Yes,No,Acquitted
C1652,52,Other,Black,Drug Offense,Maryville,6,2,Yes,No,Acquitted
C1653,29,Male,Black,Theft,Amyborough,6,7,Yes,No,Plea Bargain
C1654,42,Male,Hispanic,Theft,Johnport,1,3,No,No,Convicted
C1655,69,Male,White,Fraud,Port Annmouth,1,3,No,No,Convicted
C1656,38,Other,Other,Assault,Charlesfurt,5,7,Yes,Yes,Dismissed
C1657,53,Female,Asian,Fraud,West Melissaborough,6,3,No,No,Plea Bargain
C1658,40,Female,Other,Drug Offense,Garrisonburgh,2,5,Yes,No,Acquitted
C1659,33,Female,Black,Vandalism,Mcknightport,3,8,Yes,No,Dismissed
C1660,56,Female,Other,Drug Offense,Patrickfurt,2,4,Yes,No,Dismissed
C1661,62,Male,Black,Assault,Trujilloborough,6,7,Yes,Yes,Dismissed
C1662,59,Male,Black,Fraud,North Kariside,6,7,Yes,No,Plea Bargain
C1663,56,Other,Black,Theft,Lake Michelle,3,2,No,Yes,Plea Bargain
C1664,31,Other,Black,Cybercrime,West Rebecca,6,8,No,No,Plea Bargain
C1665,48,Female,Black,Fraud,West Bethland,4,10,No,No,Convicted
C1666,22,Male,Hispanic,Assault,Stevenfort,0,10,No,Yes,Dismissed
C1667,52,Female,Other,Theft,Stonefurt,9,9,Yes,Yes,Convicted
C1668,40,Other,Hispanic,Drug Offense,South Gina,3,6,No,No,Plea Bargain
C1669,46,Other,Hispanic,Vandalism,Aaronfort,6,5,Yes,No,Convicted
C1670,60,Female,White,Vandalism,Mullinsland,1,1,Yes,No,Convicted
C1671,28,Other,White,Fraud,New Mark,1,1,No,No,Acquitted
